yapim_id,lokasyon_id,sahne_bilgisi
868,180,İlişki Durumu: Karışık dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
410,180,Kara Sevda dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
79,209,Avrupa Avrupa dizisinin ana çekim mekanlarından biri Kandilli ve çevresidir.
534,245,Medcezir dizisinin ana çekim mekanlarından biri Tarabya ve çevresidir.
826,250,Çalıkuşu dizisinin ana çekim mekanlarından biri Vefa ve çevresidir.
873,180,İnci Taneleri dizisinin ana çekim mekanlarından biri Beykoz Kundura Fabrikası ve çevresidir.
293,194,Fazilet Hanım ve Kızları dizisinin ana çekim mekanlarından biri Emirgan Korusu ve çevresidir.
375,250,Hepimiz Birimiz İçin dizisinin ana çekim mekanlarından biri Vefa ve çevresidir.
309,254,Gel Dese Aşk dizisinin ana çekim mekanlarından biri Yeniköy ve çevresidir.
6,84,Operasyon timinin göreve hazırlandığı aksiyon sahneleri Kilis Kalesi çevresinde geçmektedir.
6,65,Ajan takibinin sürdüğü pazar ve sokak sahneleri Bakırcılar Çarşısı'nda çekilmiştir.
6,183,Filmin açılış ve son sahneleri Beyoğlu sokaklarında geçmektedir.
7,183,Hürmüz'ün kocalarıyla yaşadığı komedi sahnelerinin büyük kısmı Beyoğlu'nda çekilmiştir.
7,201,Kocaların Galata Köprüsü üzerinde karşılaştığı sahne filmde ikonik bir an olarak yer almaktadır.
10,182,Karakterlerin boğaz kıyısındaki villa yaşantısı Beykoz Sahili çevresinde çekilmiştir.
10,206,Kadıköy'deki pazar ve kafe sahneleri karakterlerin günlük hayatını yansıtmaktadır.
12,183,Abuzer'in mahallesindeki genel sokak sahneleri Beyoğlu çevresinde çekilmiştir.
20,246,Tarlabaşı'nın dar sokakları dramın geçtiği temel mekân olarak kullanılmıştır.
22,189,Ada atmosferini yansıtan düğün ve gerilim sahneleri Büyükada'da çekilmiştir.
22,189,Zombi kovalamaca sahneleri Büyükada'nın ıssız köşelerinde geçmektedir.
26,183,Karakterlerin geçmişiyle yüzleştiği duygusal sahneler Beyoğlu sokaklarında çekilmiştir.
26,206,Kadıköy sahnesinde karakterlerin ilk karşılaşması gerçekleşmektedir.
30,241,1960'lar İstanbul'unu yansıtan açılış sahneleri Sultanahmet Meydanı'nda çekilmiştir.
30,210,Kapalıçarşı'daki esnaf sahneleri dönemin İstanbul atmosferini aktarmaktadır.
30,201,Galata Köprüsü üzerinde geçen sahne filmin en tanınan karelerinden biridir.
32,183,Ailenin birlikte vakit geçirdiği dış mekan sahneleri Beyoğlu'nda çekilmiştir.
32,206,Kadıköy'deki sahil sahneleri aile birlikteliğini ön plana çıkarmaktadır.
40,183,Yurda dönen kadının şehirle yeniden buluşmasını anlatan sahneler Beyoğlu'nda çekilmiştir.
40,197,Fatih'teki mahalle dokusu karakterin köken sahneleri için kullanılmıştır.
45,241,Ali Baba'nın hazineye ulaştığı aksiyon sahneleri Sultanahmet çevresinde çekilmiştir.
45,210,Kapalıçarşı içindeki kovalamaca sahneleri filmin aksiyon kuşağını oluşturmaktadır.
49,267,Boks maçı sonrası İstiklal Caddesi'nde geçen kutlama sahneleri çekilmiştir.
49,183,Rakip karakterlerin sokak çatışmaları Beyoğlu genelinde geçmektedir.
52,183,Doktorun muayenehanesine gidip geldiği sahneler Beyoğlu çevresinde çekilmiştir.
52,263,Üsküdar'daki sahne karakterlerin özel hayatına odaklanmaktadır.
56,267,İstiklal Caddesi boyunca gelişen beş farklı hikayeden birinin ana mekânı bu caddedir.
56,169,Balat'taki yıkık apartmanlarda geçen Pamuk Prenses uyarlaması sahneleri burada çekilmiştir.
56,206,Kadıköy'ün kafe ve sokaklarında geçen aşk hikayesi segmenti burada çekilmiştir.
59,246,Annenin oğluyla birlikte yaşadığı yoksulluk sahneleri Tarlabaşı'nda çekilmiştir.
59,195,Esenyurt'taki yeni eve taşınma ve uyum sahneleri burada geçmektedir.
59,48,Annenin Doğubayazıt'taki köy hayatını anlatan geçmiş sahneleri İshak Paşa Sarayı çevresinde çekilmiştir.
60,183,Haber odası ve dış mekan brifing sahneleri Beyoğlu'nda çekilmiştir.
60,238,Sirkeci Garı'nda geçen sahne karakterin görev sonrası yorgunluğunu yansıtmaktadır.
63,238,Arif'in zaman yolculuğuyla çıktığı serüvenin açılış sahneleri Sirkeci Garı'nda geçmektedir.
63,189,Büyükada'daki köşk sahneleri filmin gerilim odağını oluşturmaktadır.
63,255,Yeniköy Sahili'nde geçen sahne Arif ile rakibinin son karşılaşmasını içermektedir.
68,206,Arkadaşlık ilişkisinin kurulduğu kafe ve sokak sahneleri Kadıköy'de çekilmiştir.
68,183,Karakterlerin şehirdeki buluşma sahneleri Beyoğlu genelinde geçmektedir.
69,183,Şeytan ile genç karakterin İstanbul'u gezdiği komedi sahneleri Beyoğlu'nda çekilmiştir.
69,267,İstiklal Caddesi kalabalığında geçen kovalamaca sahnesi filmin en eğlenceli bölümlerinden biridir.
74,135,Asmalı Konak'ın bağ evi ve çevresindeki tüm dış mekan sahneleri Mustafapaşa Köyü'nde çekilmiştir.
74,142,Karakterin hastaneye kaldırıldığı ve iyileşme sahneleri New York'ta geçmektedir.
111,183,İlk tanışma ve romantik buluşma sahneleri Beyoğlu'nda çekilmiştir.
111,206,Kadıköy sahil yürüyüşü sahnesi çiftin yakınlaşmasını anlatan duygusal bir sekans içermektedir.
96,183,Karakterlerin sürpriz karşılaşmaları Beyoğlu sokaklarında gerçekleşmektedir.
96,189,Balat'ın renkli sokaklarında geçen sahne filmin görsel kimliğini güçlendirmektedir.
98,22,Kuğulu Park'taki buluşma sahnesi iki karakter arasındaki ilk romantik anı oluşturmaktadır.
98,15,Ankara Garı'nda geçen veda sahnesi filmin duygusal doruk noktasını oluşturmaktadır.
98,183,İstanbul'daki hastane koridoru sahneleri Beyoğlu yakınlarındaki bir lokasyonda çekilmiştir.
99,22,Kuğulu Park sahnesi Ömer'in Ankara'da arkadaşlarıyla buluştuğu yeri yansıtmaktadır.
99,15,Ankara Garı'nda geçen sahne karakterlerin vedalaşma anını dramatik biçimde çerçeveler.
99,17,Esenboğa Havalimanı'nda geçen sahne karakterlerden birinin şehre dönüş anını içermektedir.
75,183,Genç çiftin ilk karşılaştığı kafenin bulunduğu Beyoğlu sahneleri filmde öne çıkmaktadır.
75,263,Üsküdar'daki sahil sahnesi çiftin romantik yürüyüşünü konu almaktadır.
77,212,Karaköy'deki sahne cinayetin ipuçlarının takip edildiği kilit anları içermektedir.
77,191,Cihangir'in dar sokaklarında geçen sahne polisin şüpheliyi kovaladığı gerilim anlarını içermektedir.
77,182,Beykoz'da çekilen bataklık sahnesi filmin en dramatik ve akılda kalıcı sekansını oluşturmaktadır.
81,183,Yabancı karakterin İstanbul'u keşfettiği komedi sahneleri Beyoğlu'nda çekilmiştir.
81,267,İstiklal Caddesi'nde geçen kalabalık sahne kültür çatışmasını mizahi biçimde yansıtmaktadır.
86,183,Ayrılık sürecinin işlendiği şehir sahneleri Beyoğlu'nda çekilmiştir.
86,206,Kadıköy'deki sahne karakterlerin son buluşmasını ve vedalaşmasını aktarmaktadır.
89,186,Beyoğlu'nun arka sokaklarındaki sahne karakterlerin geçmişe yolculuğunu çerçeveler.
89,191,Cihangir'deki apartman sahnesi ailenin mahalle ilişkilerini gözler önüne sermektedir.
114,183,Baba ve oğlunun birlikte dolaştığı İstanbul sahneleri Beyoğlu çevresinde çekilmiştir.
114,197,Fatih'teki mahalle sahneleri dönemin İstanbul dokusunu aktarmaktadır.
120,290,Seferihisar'ın sokak ve meydanlarında geçen sahneler filmin taşra atmosferini oluşturmaktadır.
120,49,Ayvalık'taki eski Rum evi sahneleri Hüseyin Efendi'nin çiftliği olarak kullanılmıştır.
120,183,İstanbul'daki sokak ve şehir sahneleri Sadık'ın gençliğindeki siyasi dönemi yansıtmaktadır.
127,180,Beykoz Kundura Fabrikası'nda kurulan 1950'ler Bandırma seti filmin büyük bölümünde kullanılmıştır.
127,50,Bandırma'da çekilen dış sahneler hikayenin geçtiği şehrin özgün atmosferini aktarmaktadır.
127,57,Mudanya'daki sokak çekimleri dönemin kasaba görünümünü yeniden hayata geçirmiştir.
128,183,Bilo'nun İstanbul'da maceraya atıldığı komedi sahneleri Beyoğlu çevresinde çekilmiştir.
128,267,İstiklal Caddesi'nde geçen kalabalık sahne Bilo'nun şehirle çatışmasını konu almaktadır.
131,180,Film tamamen Beykoz'daki eski Sümerbank Ayakkabı Fabrikası'nda kurulan bar setinde çekilmiştir.
131,191,Cihangir sokak sahneleri gençlerin eve dönüş güzergahını kısa bir sekansla aktarmaktadır.
138,183,Bekçinin semtini koruduğu komedi sahneleri Beyoğlu genelindeki sokak çekimlerinde geçmektedir.
138,197,Fatih'teki mahalle sahneleri bekçinin esnafla kurduğu ilişkiyi yansıtmaktadır.
624,183,Karakterin kimlik arayışını anlatan şehir sahneleri Beyoğlu'nda çekilmiştir.
153,183,LİSTAG aileleriyle gerçekleştirilen mahalle sahneleri Beyoğlu'nda yer almaktadır.
153,206,Kadıköy'deki sahne ebeveynlerin çocuklarıyla günlük hayatını yansıtan belgesel tarzı anlara ev sahipliği yapmıştır.
155,20,Ankara Feyman Kulüp sahnesi Bergen'in sahneye ilk çıkışını ve keşfedilmesini aktarmaktadır.
155,1,Adana'nın eski mahallelerinde çekilen sahneler Bergen ile Halis Serbest'in tanışma sürecini oluşturmaktadır.
155,103,Mersin sahneleri Bergen'in çocukluk ve aile geçmişini aktaran bölümlerde kullanılmıştır.
158,186,Beyoğlu'nun arka sokaklarında geçen aksiyon sahneleri filmin adıyla örtüşen lokasyonu oluşturmaktadır.
158,267,İstiklal Caddesi'nde geçen kovalamaca sahnesi filmin en hareketli bölümüdür.
203,183,Kemal Sunal'ın canlandırdığı Bıçkın karakterinin sokaklardaki komedi sahneleri Beyoğlu'nda çekilmiştir.
203,197,Fatih'teki mahalle sahneleri karakterin semtindeki komşuluk ilişkilerini aktarmaktadır.
161,160,Filmin büyük bölümü Bozcaada'da çekilmiş olup adanın bağları ve sahil şeridi arka plan oluşturmaktadır.
161,183,İstanbul'daki kısa bölüm Eylül'ün kaza öncesi şehirli hayatını yansıtmaktadır.
166,208,Kadıköy Moda sahilindeki sahneler çiftin romantik buluşma ve yürüyüşlerini içermektedir.
166,183,Beyoğlu'nda geçen karşılaşma sahneleri filmin açılış bölümünü oluşturmaktadır.
175,169,Fanis'in çocukluğunda büyükbabasıyla vakit geçirdiği baharat dükkanı sahneleri Balat'ta çekilmiştir.
175,204,Haydarpaşa Garı'ndaki sahne Fanis'in İstanbul'a dönüşünü simgeleyen duygusal bir sekans içermektedir.
184,183,Karakterlerin yıllar sonra bir araya geldiği şehir buluşması Beyoğlu'nda geçmektedir.
184,263,Üsküdar sahilindeki sahne annenin geçmişe özlemini anlatan duygusal bir sekans içermektedir.
185,183,Ailenin birlikte yaşadığı mahalle ve ev sahneleri Beyoğlu çevresinde çekilmiştir.
185,197,Fatih'teki pazaryeri sahneleri dönemin İstanbul mahalle hayatını yansıtmaktadır.
191,183,Şampiyon olmaya çalışan sporcunun kondisyon ve antrenman sahneleri Beyoğlu çevresinde geçmektedir.
191,206,Kadıköy'deki buluşma sahnesi sporcu ile ekibinin motivasyon konuşmalarını içermektedir.
210,183,Kardeşler arasındaki kavga ve barışma sahneleri Beyoğlu sokaklarında geçmektedir.
210,197,Fatih'teki mahalle sahneleri ailenin arka planda süregelen yaşamını aktarmaktadır.
211,183,İlahi türkücüsünün İstanbul'daki ilk sahne deneyimini anlatan sahneler Beyoğlu'nda çekilmiştir.
211,206,Kadıköy'deki konser mekanı sahnesi türkücünün şöhret yolculuğunun önemli bir durağını oluşturmaktadır.
212,177,Beyazıt Meydanı'ndaki kalabalık kovalamaca sahnesi filmin İstanbul bölümünün en hareketli sekansıdır.
212,210,Kapalıçarşı'da geçen sahne Langdon ile Sienna'nın ipucu peşinde koştuğu gerilim dolu bölümü oluşturmaktadır.
212,241,Sultanahmet Meydanı'ndaki sahne filmin doruk noktasını oluşturan aksiyon sekansını içermektedir.
215,241,Minyatür ustası Eflatun'un İstanbul'da vezir tarafından çağrıldığı saray sahneleri Sultanahmet çevresinde çekilmiştir.
215,137,Saruhan Kervansarayı sahneleri Eflatun'un Anadolu'ya zorlu yolculuğunun konak noktasını oluşturmaktadır.
215,135,Kapadokya'nın peri bacaları arasında çekilen dış mekan sahneleri isyancıların kovuşturma bölümünde yer almaktadır.
219,183,Charlie'nin ekibinin İstanbul'daki kısa sahne bölümü Beyoğlu'nda çekilmiştir.
220,200,Galata Kulesi çevresindeki dar sokak ve kovalamaca sahneleri filmde ikonik bir yer tutmaktadır.
220,252,Yedi Kule Zindanları sahnesi cinayetle bağlantılı ipuçlarının keşfedildiği kritik bölümü oluşturmaktadır.
220,169,Balat'taki tarihi yapılar arasında geçen sahne seri katilin operasyon bölgesini gözler önüne serer.
821,206,Çakalların Kadıköy'deki ilk toplanma sahnesi grubun oluşmasını konu alan açılış bölümündedir.
821,183,İstanbul sokaklarındaki kaçış ve kovalamaca sahneleri Beyoğlu genelinde çekilmiştir.
822,183,İkinci filmin şehir sahneleri Beyoğlu çevresinde çekilmiş olup önceki filmle süreklilik sağlamaktadır.
822,267,İstiklal Caddesi'ndeki sahne grubun şehir içindeki hareketliliğini anlatan komedi sekanslarından birini oluşturmaktadır.
823,183,Üçüncü filmin aksiyon ve komedi sahneleri İstanbul'un Beyoğlu semtinde çekilmiştir.
823,200,Galata Kulesi yakınlarındaki sahne serinin son filminde mekân olarak tercih edilen tarihi alanlardan biridir.
825,183,Çalgı çengi ikilisinin İstanbul'daki müzisyen hayatını anlatan sahneler Beyoğlu'nda geçmektedir.
825,206,Kadıköy'deki bar sahnesi ikilinin müzisyenlik serüveninde önemli bir dönüm noktasını oluşturmaktadır.
844,183,Öğrencilerin İstanbul'dan hareket ettiği açılış sahneleri Beyoğlu çevresinde çekilmiştir.
844,263,Üsküdar iskelesi sahnesi gençlerin kampa uğurlama törenini yansıtan kısa bir sekans içermektedir.
845,183,Vatandaşın bürokrasi labirentiyle boğuştuğu sahneler Beyoğlu'ndaki devlet dairesi önünde çekilmiştir.
845,197,Fatih'teki çarşı sahnesi karakterin gündelik yaşam mücadelesini aktarmaktadır.
833,197,Çiçek Abbas'ın mahallede satış yaptığı sokak ve pazar sahneleri Fatih'te çekilmiştir.
833,183,İstanbul'un renkli esnaf hayatını yansıtan geniş şehir sahneleri Beyoğlu çevresinde geçmektedir.
835,29,Ankara'nın büyükelçilik bölgesindeki sahneler İlyas Bazna'nın casusluğunun geçtiği temel ortamı oluşturmaktadır.
835,15,Ankara Garı çevresindeki sahne dönemin Ankara'sındaki gerilimi ve takip atmosferini aktarmaktadır.
835,183,İstanbul'daki sahne Bazna'nın savaş öncesi hayatına ait geçmiş sekanslardan birini oluşturmaktadır.
842,183,Çöpçü ekibinin günlük işlerini aktaran mahalle sahneleri Beyoğlu çevresinde çekilmiştir.
842,197,Fatih'teki sokak sahneleri karakterlerin birbirleriyle çatışmasını konu alan komedi sekanslarını içermektedir.
222,183,Damadın ailesiyle tanıştığı ev ve mahalle sahneleri Beyoğlu'nda çekilmiştir.
222,206,Kadıköy'deki sahne takım üyelerinin düğün hazırlıklarını aktaran eğlenceli bir sekansı oluşturmaktadır.
225,183,Dayı karakterinin İstanbul sokaklarındaki operasyon ve takip sahneleri Beyoğlu genelinde çekilmiştir.
225,246,Tarlabaşı'nın dar ve karanlık sokaklarındaki çatışma sahneleri filmin gerilim atmosferini pekiştirmektedir.
226,183,İkinci filmin İstanbul bölümündeki aksiyon sekansları Beyoğlu'nda çekilmiştir.
226,197,Fatih'teki mahalle sahneleri Dayı'nın geçmişiyle yüzleştiği dramayı çerçeveler.
241,183,Şaban'ın şehirdeki komedi maceraları Beyoğlu sokaklarında çekilmiştir.
241,206,Kadıköy'deki pazar sahnesi Şaban'ın hedef olduğu eğlenceli kovalamaca sekanslarını içermektedir.
250,221,Kız Kulesi'nin Boğaz ortasındaki görüntüsü Bond'un İstanbul sahnelerinin simgesi haline gelmiştir.
250,192,Dolmabahçe Sarayı çevresinde çekilen sahne Bond'un Elektra ile buluşma noktasını oluşturmaktadır.
250,236,Sarayburnu kıyısındaki denizaltı sahnesi filmin İstanbul finalinin geçtiği su altı sekansına zemin hazırlar.
281,206,Geleneksel düğün ritüellerini aktaran köy sahneleri Kadıköy çevresindeki bir lokasyonda çekilmiştir.
281,197,Fatih'teki mahalle dokusu gelin ve damatların geçmişini anlatan sekansların arka planını oluşturmaktadır.
282,303,Baran'ın hapisten çıkıp köyüne döndüğü açılış sahneleri Hilvan ilçesinde çekilmiştir.
282,169,Balat'ın tarihi dokusu Baran'ın İstanbul'da Cumali ile yollarının kesiştiği mahalle sahnelerine ev sahipliği yapmıştır.
282,246,Tarlabaşı'ndaki aksiyon ve gerilim sahneleri Baran'ın intikam yolculuğunun doruk noktasını oluşturmaktadır.
286,197,Eşrefpaşalı ailenin mahalle yaşantısını aktaran sahnelerin büyük bölümü Fatih'te çekilmiştir.
286,263,Üsküdar sahnesinde ailenin Anadolu yakasındaki akrabaları ziyareti konu alınmaktadır.
272,191,Cihangir'deki apartman sahnesi psikolojik gerilimin yoğun biçimde hissedildiği kapalı alan sekanslarını oluşturmaktadır.
272,186,Beyoğlu'nun arka sokaklarındaki sahne karakterlerin tehlikeli gece yürüyüşlerini aktarmaktadır.
278,162,Geyikli Beldesi'ndeki sahne Hüseyin'in klaretle büyüdüğü kasabayı tüm sıcaklığıyla yansıtmaktadır.
278,160,Bozcaada sahneleri Hüseyin'in Müjgan'la romantik anlarının geçtiği güzel Ege manzarası içermektedir.
278,183,İstanbul'daki gece kulübü sahneleri Hüseyin'in Firuzan ile tanışmasını ve babasını aramasını aktarmaktadır.
287,197,Melodramın geçtiği mahalle yaşantısı sahneleri Fatih'te çekilmiştir.
287,241,Sultanahmet'teki açık alan sahnesi dönemin İstanbul sokaklarını yansıtan bir sekans içermektedir.
296,183,Figüran olarak çalışan karakterlerin İstanbul'daki set hayatını anlatan sahneler Beyoğlu çevresinde çekilmiştir.
296,238,Kadıköy'deki lokanta sahnesi figüranların mesai dışı buluşmalarını konu alan eğlenceli bir sekansı oluşturmaktadır.
306,183,Gerilim ve erotik atmosferin egemen olduğu gece sahneleri Beyoğlu'nun gece mekanlarında çekilmiştir.
307,197,12 Eylül dönemini yansıtan polis baskını sahneleri Fatih'teki tarihi apartman bloklarında çekilmiştir.
307,246,Tarlabaşı'ndaki dar sokaklarda geçen sahne Gece'nin İstanbul'a gelişini aktaran karanlık atmosferi yansıtmaktadır.
312,183,Şaban'ın dedektiflik oynadığı komedi sahneleri Beyoğlu sokaklarında çekilmiştir.
312,197,Fatih'teki mahalle esnafıyla yaşanan komedi sekansları karakterin çevresindeki sosyal ilişkileri aktarmaktadır.
346,183,Seçim kampanyasının geçtiği mahalle toplantısı sahneleri Beyoğlu'nda çekilmiştir.
346,197,Fatih'teki sandık ve sandık kurulu sahneleri filmin siyasi komedi atmosferini tamamlamaktadır.
314,238,Gişe memurunun her gün aynı durakta inip bindiği vapur sahilindeki fantastik dönüşüm sahnesi Kadıköy'de geçmektedir.
314,208,Kadıköy Moda sahilindeki sahne karakterin hayal dünyasını gerçekle iç içe sunan görsel bir sekans içermektedir.
318,235,Filmin büyük bölümü Samatya'da çekilmiş olup Nazım'ın emeklilikte taksicilik yaptığı tüm mahalle sahneleri bu semtte geçmektedir.
318,95,Girmeli Köyü'ndeki sahneler Nazım'ın emekliliğini anlattığı kısa geçmiş sekanslarında yer almaktadır.
318,183,Dünya'nın çalıştığı pavyon ve İstanbul gece hayatı sahneleri Beyoğlu çevresinde çekilmiştir.
320,191,Hayalet karakterlerin göründüğü Cihangir apartmanı sahneleri filmin temel gerilim ortamını oluşturmaktadır.
320,186,Beyoğlu'nun arka sokaklarındaki gece sahneleri karakterlerin kaçış sekanslarını içermektedir.
325,183,Ailenin birlikte paylaştığı güldürü sahneleri Beyoğlu semtinin canlı sokaklarında çekilmiştir.
325,197,Fatih'teki mahalle ve komşuluk sahneleri dönemin İstanbul gündelik yaşamını tatlı bir dille aktarmaktadır.
327,183,Güllü'nün şehirdeki meyhanelerde sahne aldığı sahneler Beyoğlu'nda çekilmiştir.
327,197,Fatih'teki mahalle sahneleri Güllü'nün geleneksel çevresiyle çatışmasını konu alan dramayı zemine oturtur.
342,246,Tarlabaşı'nın arka sokaklarında geçen drama sahneleri gençlerin yoksullukla mücadelesini aktarmaktadır.
342,183,Beyoğlu genelindeki çeşitli dış mekan sahneleri karakterlerin şehirde hayatta kalma çabasını çerçeveler.
345,197,Güzel şoförün müşterileriyle yaşadığı komedi sahneleri Fatih semtinin kalabalık sokaklarında çekilmiştir.
345,183,İstanbul'un işlek caddeleri boyunca süren taksi yolculuğu sahneleri Beyoğlu'nda çekilmiştir.
353,241,Halıcı kızın tarihi yarımadanın çarşı ve meydanlarında dokuma sattığı sahneler Sultanahmet çevresinde çekilmiştir.
353,210,Kapalıçarşı içindeki esnaf sahneleri kızın el sanatlarını geçim kaynağı olarak kullandığı bölümü oluşturmaktadır.
357,212,Karaköy'deki sahne sekizli takımın soygun planını kurduğu ilk toplantı ortamını yansıtmaktadır.
357,200,Galata Kulesi çevresindeki dar sokaklarda gerçekleşen kovalamaca sahneleri filmin aksiyon bölümünü oluşturmaktadır.
357,183,Beyoğlu'ndaki bar ve lokanta sahneleri takımın operasyon sonrası buluşma noktalarını göstermektedir.
361,191,Cihangir'deki eski apartmanda geçen komedi sahneleri hayalet dayının yeniden görünür olduğu ortamı oluşturmaktadır.
361,183,Beyoğlu'ndaki meydan ve sokak sahneleri hayaletin şehirde dolaşarak gençlere yardım ettiği bölümleri içermektedir.
364,191,Cihangir'deki küçük dairede geçen yoğun sahne çiftinin ilişkisinin kırılma noktasını dramatik biçimde aktarmaktadır.
364,183,Beyoğlu'nun sisli sokaklarındaki yürüyüş sahnesi filmin varoluşsal atmosferini pekiştiren görsel bir sekans içermektedir.
388,197,1950'ler İstanbul'unda geçen dram sahnelerinin büyük bölümü Fatih'in eski mahalle dokusunda çekilmiştir.
388,241,Sultanahmet çevresindeki kısa sekans melodramın dönemsel atmosferini destekleyen görsel bir arka plan sunmaktadır.
389,197,1960'lar İstanbul'unu yansıtan mahalle sahneleri Fatih'te çekilmiş olup dönemin şehir yaşamını aktarmaktadır.
389,238,Kadıköy'deki sahil sahnesi karakterlerin buluşup ayrılığın acısını paylaştığı duygusal bir sekans içermektedir.
380,200,Galata Kulesi'nde geçen restoran sahnesi Ajan 47'nin İstanbul'daki görev hazırlığının kritik bir anını yansıtmaktadır.
380,210,Kapalıçarşı'daki takip ve kaçış sahnesi filmin İstanbul bölümünün en hareketli aksiyon sekansını oluşturmaktadır.
380,256,Yerebatan Sarnıcı'ndaki sahne Ajan 47'nin hedefini köşeye sıkıştırdığı gerilimli doruk noktasını içermektedir.
382,261,Çukurcuma'daki antika dükkanı sahnesi Hokkabaz karakterinin şehirdeki günlük hayatının arka planını oluşturmaktadır.
382,267,İstiklal Caddesi'nde geçen hokkabazlık sahnesi filmin açılış bölümünde karakteri tanıtan ikonik sekansı içermektedir.
382,183,Beyoğlu'ndaki gece sahneleri hokkabazın performanslarını ve şehir hayatıyla bütünleşmesini aktarmaktadır.
391,267,Ada'nın çocuk kostümleri sattığı küçük dükkanın bulunduğu arka sokak sahneleri İstiklal Caddesi yakınında çekilmiştir.
391,200,Alper'in Galata Kulesi çevresindeki sanat galerisi yakınında Ada'yı ilk fark ettiği sahne burada geçmektedir.
391,261,Çukurcuma'daki antika çarşısı sahneleri çiftin birlikte yaptığı ilk keşif yürüyüşünü aktarmaktadır.
876,241,1950'ler İstanbul atmosferini yansıtan film için Sultanahmet Meydanı'nın panoramik görüntüleri geniş kullanılmıştır.
876,201,Galata Köprüsü sahnesi yabancı oyuncuların İstanbul Boğazı'nı keşfettiği romantik sekansları içermektedir.
876,226,Ortaköy Meydanı çevresindeki sahneler filmin İstanbul'u egzotik bir arka plan olarak sunduğu bölümlerde yer almaktadır.
877,183,Fatih Akın'ın belgeselinin İstanbul boyutundaki sahneleri Beyoğlu'nda çekilmiştir.
877,238,Kadıköy'deki müzisyen ve kültürel yaşam sahneleri köprünün iki yakasını birleştiren anlatının bir parçasını oluşturmaktadır.
879,141,JFK Havalimanı sahnesi Mehmet ile Serin'in bavullarının karışmasıyla başlayan tesadüfi karşılaşmayı içermektedir.
879,142,New York şehir merkezindeki gece sahneleri çiftin şehrin ışıklarında birlikte geçirdiği unutulmaz geceyi aktarmaktadır.
891,197,İşportacı kızın mahallede seyyar satış yaptığı sahneler Fatih'in kalabalık çarşı ve sokak dokusunda çekilmiştir.
891,267,İstiklal Caddesi'nde geçen sahne kızın şehir merkezinde ticari faaliyetlerini aktaran enerjik bir sekansı içermektedir.
883,183,Mahkeme ve çevresiyle ilişkili adalet arayışı sahneleri Beyoğlu'nda çekilmiştir.
883,177,Beyazıt Meydanı'ndaki sahne İstanbul Üniversitesi yakınında avukatlık ve hukuk temali gerilim sekansını oluşturmaktadır.
392,246,Tarlabaşı sokaklarındaki gerilim sahneleri Ali Osman ile Devran'ın mücadelesinin kritik bir bölümünü oluşturmaktadır.
437,238,Erken dönem Türk sinemasının bu klasiğinin sahne çekimleri Sirkeci ve çevresindeki tarihi limanda yapılmıştır.
437,169,Balat'ın eski liman mahallesi kaçakçıların operasyon üssü olarak yansıtıldığı sahnelerin mekânı olmuştur.
438,183,Birader ikilisinin şehirden kaçış planı yapma sahneleri Beyoğlu'nda çekilmiştir.
438,12,Adana'nın geniş Çukurova ovalarında geçen yol sahneleri kaçış yolculuğunun en özgün bölümünü oluşturmaktadır.
402,183,Kanlı Nigâr karakterinin mahalle maceraları Beyoğlu'nun kalabalık sokaklarında çekilmiştir.
402,197,Fatih'teki komşuluk sahneleri filmin geleneksel İstanbul komedi atmosferini desteklemektedir.
406,183,Kapan operasyonunun kurulduğu şehir sahneleri Beyoğlu'ndaki arka sokalarda geçmektedir.
406,246,Tarlabaşı'nın karanlık sokaklarındaki sahne filmin gerilim atmosferinin yoğunlaştığı bölümü oluşturmaktadır.
420,206,Kardeşlerin Kadıköy'deki buluşma sahnesi uzun ayrılığın ardından yeniden bir araya gelişi aktarmaktadır.
420,183,Beyoğlu'ndaki iç mekan sahneleri kardeşler arasındaki gerilim ve uzlaşma sürecini çerçeveler.
423,197,Kasap dükkânının bulunduğu mahalle sahneleri Fatih'in geleneksel esnaf dokusunda çekilmiştir.
423,183,Beyoğlu'ndaki gece sahneleri kasabın iş çevresiyle olan çatışmasını aktarmaktadır.
427,183,Kavganın geçtiği sokak ve mahalle sahneleri Beyoğlu çevresinde çekilmiştir.
427,197,Fatih'teki mahalle dokusu dönemin İstanbul atmosferini yansıtan dış mekan sahnelerinde kullanılmıştır.
430,267,İstiklal Caddesi'ndeki kalabalık sahneler Kayhan karakterinin şehirle ilk karşılaşmasını aktarmaktadır.
430,183,Beyoğlu'ndaki sokak sahneleri Kayhan'ın İstanbul'daki maceralarını çerçeveleyen ana dış mekânı oluşturmaktadır.
441,159,Filmin büyük bölümü Zonguldak Ereğli'nin kömür madeni çevresinde ve tarihi sokak dokusunda çekilmiştir.
441,205,Heybeliada Sanatoryumu'ndaki sahne şairlerin verem tedavisi sürecini yansıtan en duygusal sekansları içermektedir.
441,189,Büyükada'daki sahne karakterlerin İstanbul'a yaptıkları kısa ziyaret sırasında geçen romantik anları içermektedir.
440,109,Filmin tamamı Milas'ın Hasanlar Köyü'nde çekilmiş olup köyün organik dokusu hikayelerin gerçekçiliğini pekiştirmektedir.
